hour_of_year,day_of_week,day_type,season,hour_of_day,temperature,precipitation,irradiance,electricity_demand
1805.0,Monday,Weekend,Winter,Night,1.2695132544808132,0.482416784029246,0.0,5023.143697690498
1806.0,Monday,Weekday,Winter,Evening,25.347221167230998,0.2077568118202719,349.7802308333918,16047.455389836765
1807.0,Saturday,Weekend,Fall,Afternoon,2.1203105321651137,0.7487808415014076,84.95143907158037,5072.173773472022
1808.0,Saturday,Weekend,Spring,Night,13.993369713169283,0.36672099183508183,255.27889380883153,8950.922163016341
1809.0,Monday,Weekday,Fall,Morning,10.904588059557355,1.801046408265194,155.4285352826253,7853.958695372433
1810.0,Sunday,Weekend,Spring,Midday,23.29088811005228,0.019142867326598978,145.0957381365306,16256.771491341275
1811.0,Thursday,Weekday,Summer,Night,17.49423722057031,0.5629131945824993,403.8308191787785,13031.953394965303
1812.0,Friday,Weekday,Spring,Midday,19.3318659004969,0.41594312930817334,174.80730898563186,14741.567048803732
1813.0,Sunday,Weekday,Fall,Afternoon,32.749394435842866,0.019728718152622893,441.16658238578793,30266.051605226337
1814.0,Sunday,Weekday,Spring,Morning,-5.724690394075424,0.19056532151647865,143.67938913364597,6375.1901227034095
1815.0,Thursday,Weekday,Winter,Afternoon,8.772030632966207,1.262360523068248,304.735184245193,8576.842857662286
1816.0,Tuesday,Weekday,Winter,Midday,17.830296972919264,0.28787814345868523,42.316245440344744,12678.513480551856
1817.0,Monday,Weekday,Winter,Midday,-9.253941119586251,1.3091117877454488,204.8234475816105,6409.632623040273
1818.0,Wednesday,Weekday,Fall,Night,-15.0,2.203776605894929,100.70108888659472,7420.24935066582
1819.0,Friday,Weekday,Spring,Morning,21.052556071922268,0.22097705898705666,88.52567278733761,12882.435412994491
1820.0,Tuesday,Weekday,Spring,Night,2.9927339054248527,0.19312427681177435,0.0,5031.522760257887
1821.0,Friday,Weekday,Spring,Morning,21.311454997775275,1.3100734161105565,388.99200213468896,13018.409485668712
1822.0,Friday,Weekend,Winter,Midday,9.531080287989411,0.136205892879395,0.0,6763.035889189041
1823.0,Friday,Weekday,Spring,Night,33.406559534711654,0.7457533507945617,558.138754745424,25000.68182376183
1824.0,Wednesday,Weekday,Fall,Morning,20.66500743649846,0.3205641801151069,277.85126612543866,14342.773828556592
1825.0,Friday,Weekday,Fall,Night,30.900517755782158,0.9453748420087013,319.12020359910053,25870.74282362575
1826.0,Saturday,Weekday,Summer,Midday,14.161175927087692,0.1378365481729078,162.50871759004204,10824.886739749849
1827.0,Tuesday,Weekend,Fall,Afternoon,11.418823003670916,0.7849243787328024,98.93753877230013,8866.38927318684
1828.0,Sunday,Weekday,Winter,Morning,5.181488302489695,0.07696404749499092,63.54594032806153,6075.384585900248
1829.0,Friday,Weekday,Spring,Afternoon,15.60165630188478,1.0569601078207793,306.01937632862314,10246.898356082722
1830.0,Friday,Weekday,Summer,Afternoon,6.263773133873126,0.04737388992831393,94.7251758364667,5848.903737610732
1831.0,Saturday,Weekday,Spring,Morning,19.38785024243242,1.3365018711191974,215.86914350629098,11498.714172185068
1832.0,Friday,Weekday,Spring,Night,-15.0,3.318312070561929,0.0,6562.919251261902
1833.0,Sunday,Weekday,Winter,Night,12.409658999199962,0.35214012692519564,235.9793548682597,9032.607016117501
1834.0,Saturday,Weekend,Winter,Night,-1.2179569431273798,0.23264514369544353,29.82430916543538,5564.2118012259625
1835.0,Wednesday,Weekday,Fall,Morning,24.72626506707658,0.38808995242808547,448.0583661574158,18807.75764160185
1836.0,Saturday,Weekday,Summer,Night,36.94370668492179,0.07436230152871326,328.3213971808909,34519.97060135586
1837.0,Tuesday,Weekday,Fall,Morning,12.745869325892091,0.14329949060592312,0.0,10363.630318689366
1838.0,Friday,Weekend,Spring,Night,31.58686876347161,0.16171158511914957,384.19634528837264,28053.42176567035
1839.0,Friday,Weekday,Spring,Afternoon,18.180349393596266,0.42670709271041285,369.74531079775915,14208.843981737145
1840.0,Friday,Weekday,Summer,Night,28.991448446433196,0.07078634978276893,302.1722092497317,22875.26542725236
1841.0,Friday,Weekend,Fall,Night,23.741123330639873,0.08494756648482005,259.68651395427224,16680.516227144726
1842.0,Monday,Weekday,Spring,Night,6.249851373880102,0.08182626361460149,37.703238433422285,6230.989103019561
1843.0,Wednesday,Weekday,Fall,Evening,31.034804404311622,0.14309406269370684,305.2260775257558,21672.1696303554
1844.0,Friday,Weekday,Winter,Midday,29.48745973770265,0.1795798352807929,466.2867408995382,19914.366303939954
1845.0,Friday,Weekday,Spring,Midday,4.340231498845609,0.07791037813191215,124.41012321654325,5356.357969824807
1846.0,Tuesday,Weekday,Spring,Night,9.781877173846928,0.23034566579672533,257.91649372584686,7442.908504347585
1847.0,Sunday,Weekday,Fall,Midday,37.20053614251105,0.2139944635802304,401.1127275475371,28949.76886184854
1848.0,Tuesday,Weekday,Summer,Midday,38.668721551536976,0.3879065795589536,470.7073692747748,33158.99252592
1849.0,Sunday,Weekend,Winter,Night,6.4066806590359064,0.100021512335432,39.87408570418532,7160.667950403072
1850.0,Saturday,Weekday,Winter,Night,24.399496653724313,0.4320405611799828,130.9521692894574,18186.034069614743
1851.0,Wednesday,Weekday,Summer,Morning,29.684494684302514,0.30434399194396144,357.72317641584095,23422.495935218412
1852.0,Sunday,Weekend,Summer,Night,-7.909435813359302,1.4765437262254988,12.499938067712321,5523.89805546858
1853.0,Tuesday,Weekend,Fall,Evening,21.019253859856335,0.3627561120475432,161.05830124928963,13066.259285572816
1854.0,Sunday,Weekday,Spring,Midday,19.069987861578163,0.5530463771782593,245.14834021609096,11544.379168844285
1855.0,Sunday,Weekday,Winter,Night,16.865066702408924,0.589533298550453,157.37446627751973,9925.074042871229
1856.0,Wednesday,Weekday,Summer,Morning,1.592835612149523,0.24473957472401842,0.0,4853.609952535808
1857.0,Sunday,Weekday,Winter,Morning,-7.611056075526516,0.44234816512522884,0.0,5304.5283312455085
1858.0,Friday,Weekday,Spring,Morning,13.638762040561106,0.5508649577304529,435.34829976613855,10380.826125950978
1859.0,Saturday,Weekend,Spring,Night,10.258886921530603,0.560495398315005,238.5340743022582,8751.722838339014
1860.0,Saturday,Weekday,Winter,Night,31.722668459490873,0.02736194750888865,251.6230009355123,27421.83379780278
1861.0,Friday,Weekday,Fall,Afternoon,15.014128254188943,1.1592702147817615,310.27909125851204,12598.896740659455
1862.0,Saturday,Weekday,Summer,Midday,4.3165033490375695,0.13220815125817115,0.0,6841.053402277467
1863.0,Saturday,Weekday,Spring,Morning,18.066822255512896,0.009761652948391042,94.24310212648207,13424.569110539793
1864.0,Monday,Weekend,Fall,Midday,-1.1411833855505087,1.0367939086444584,329.0954954580733,6209.8084578558855
1865.0,Sunday,Weekend,Fall,Morning,9.056435445954747,0.05600095222755774,0.0,7302.231890878312
1866.0,Monday,Weekday,Winter,Morning,11.561557286450522,0.30878030946173135,152.38609970217118,8491.033213407974
1867.0,Sunday,Weekend,Fall,Midday,24.4614000600797,0.5480615935668818,173.64282014525236,15443.840043814207
1868.0,Sunday,Weekday,Summer,Midday,24.695738503338635,0.31384651644763656,167.53073177270855,15141.796907382715
1869.0,Tuesday,Weekend,Winter,Night,29.988523827418668,4.465921832099247,432.8152504264683,19623.095802764314
1870.0,Thursday,Weekend,Fall,Morning,8.701804177809688,0.04481717435569288,121.4538172989438,6603.335496998619
1871.0,Tuesday,Weekend,Winter,Night,-8.65383623008379,0.7149128540311325,0.0,5296.511592967618
1872.0,Friday,Weekday,Fall,Afternoon,-1.5172210055025737,0.3757329432251557,15.816936860979183,5515.522431587814
1873.0,Thursday,Weekday,Fall,Afternoon,11.587782003115306,0.5656166553267628,102.08011869331088,9438.940867898842
1874.0,Saturday,Weekday,Winter,Night,20.573057603205353,0.3446767312434859,151.35629816628528,15226.602151482926
1875.0,Sunday,Weekday,Spring,Morning,17.407122948933043,0.5023944579983771,290.1889767277858,12480.46871635155
1876.0,Sunday,Weekday,Winter,Night,15.567836856528064,0.44696372462065825,197.21171667014787,10466.445391621144
1877.0,Wednesday,Weekday,Fall,Evening,24.51477777104289,0.19978343205553034,266.77484246699254,15795.600087573974
1878.0,Friday,Weekday,Spring,Afternoon,18.857740023691054,0.6385880649804501,150.53642423910821,11155.946955681027
1879.0,Monday,Weekday,Winter,Evening,15.98293096077021,0.19487508444645774,205.68465335709308,9655.972245457086
1880.0,Wednesday,Weekday,Spring,Night,15.409257012237875,0.5634549033902907,224.82259427875428,9724.963902092375
1881.0,Sunday,Weekday,Fall,Night,28.873717514539514,0.1595680162033682,344.99017722446973,20363.46443459761
1882.0,Sunday,Weekday,Spring,Evening,11.29911931388386,0.2635444073059827,187.7481710869305,8722.918346056525
1883.0,Tuesday,Weekend,Spring,Night,-2.292100458572339,0.319858978136789,0.0,5740.027917741776
1884.0,Wednesday,Weekday,Spring,Night,13.852670649803631,1.4138437234666263,165.4732834736069,10966.499793364621
1885.0,Friday,Weekday,Spring,Morning,6.70400672956702,0.17958913890039396,49.99658508965419,7915.319030364181
1886.0,Saturday,Weekday,Winter,Morning,8.712204457796918,1.0490359233110198,271.33821676004686,8978.636418929562
1887.0,Wednesday,Weekend,Spring,Evening,3.5847877414486327,1.8724141132430874,13.031935801329837,6690.061743165585
1888.0,Saturday,Weekday,Winter,Night,3.890601169602574,0.5665129852731765,112.42929009198532,6645.21186890734
1889.0,Thursday,Weekday,Fall,Night,34.61915108325213,0.3901839635481458,424.59407909678214,28086.42840513872
1890.0,Friday,Weekday,Winter,Morning,24.150198966474314,0.15423752060940776,350.90791532281423,16565.50607443196
1891.0,Saturday,Weekday,Fall,Evening,-0.7069795548271589,1.2888996124497107,244.91615795508437,5438.281318180716
1892.0,Friday,Weekday,Spring,Morning,19.767432272696965,3.2976970350831176,496.05562476783405,12283.344927737655
1893.0,Thursday,Weekday,Spring,Midday,35.23200293776115,0.15978217590333776,324.7113773883768,24374.46979534998
1894.0,Friday,Weekday,Summer,Night,10.005597167340795,0.2891932199497042,85.7175007140034,6989.048135845204
1895.0,Friday,Weekday,Winter,Morning,2.0096622493280893,0.30187201724762674,0.657309151458719,5218.199893496187
1896.0,Thursday,Weekend,Summer,Evening,35.85244587827549,0.05985893861154823,530.106325034747,29968.021999535966
1897.0,Thursday,Weekend,Spring,Midday,3.4489540737924536,3.9385208577278377,195.58829658213514,6828.590866855457
1898.0,Sunday,Weekday,Spring,Night,-2.6271520393975365,0.8135546450612186,0.0,5620.672621419072
1899.0,Saturday,Weekend,Summer,Midday,31.290851071197853,0.013895547148157328,193.10861831932496,24621.555514407624
1900.0,Thursday,Weekday,Winter,Night,5.446629224277222,1.028647237481279,150.21827904594022,6333.181916627264
1901.0,Saturday,Weekend,Winter,Night,18.033826859303772,0.24104976505543252,163.2590003467433,11444.044157892557
1902.0,Thursday,Weekday,Summer,Night,8.804418633070057,1.0642367167622009,223.53657845899423,6960.25321110755
1903.0,Sunday,Weekend,Spring,Afternoon,3.085962993946424,0.3553021651232,241.66164223553372,5421.435207393925
1904.0,Saturday,Weekday,Summer,Evening,26.825576541986333,0.11071391530020885,359.1646926204197,17498.003507434096
1905.0,Friday,Weekend,Summer,Night,19.3970134762899,0.017475967214280352,245.86686083203068,12672.67994977332
1906.0,Saturday,Weekday,Summer,Night,14.926065925156148,0.20380424292723537,211.39266579983206,10612.57107751331
1907.0,Monday,Weekend,Fall,Afternoon,20.904325155338228,0.17889918369105723,243.41993634505945,15074.517986466342
1908.0,Tuesday,Weekend,Summer,Afternoon,4.780272452828967,0.23379261761405967,141.3086465895735,7492.350294344511
1909.0,Tuesday,Weekday,Winter,Night,28.217869824860017,0.0010769759738603613,230.72087177767258,24360.883685885157
1910.0,Friday,Weekday,Winter,Night,2.717149677947763,0.08011723906832413,98.72001973530878,6885.9375067695355
1911.0,Sunday,Weekend,Winter,Night,17.805419595040178,0.21811727568607664,10.042939145363647,13002.059819169617
1912.0,Sunday,Weekday,Summer,Morning,23.79685373958079,0.595906627458259,281.3846791857196,17710.74868189185
1913.0,Saturday,Weekday,Fall,Midday,23.868384634888642,0.0678053352804277,214.81080542721338,16683.735058619397
1914.0,Saturday,Weekday,Spring,Night,11.81587697683129,0.9011607882992438,0.0,8022.2584559270545
1915.0,Monday,Weekday,Spring,Evening,17.13268488016334,0.001353317873554194,172.63698091154237,10922.734678313916
1916.0,Wednesday,Weekday,Spring,Night,22.792982781906048,0.14797481684148456,177.98546174425377,13979.925976711389
1917.0,Wednesday,Weekend,Winter,Night,4.1700611033053026,2.6307203346924157,210.7167647881256,5307.34315349114
1918.0,Wednesday,Weekday,Summer,Night,14.458141859393823,0.06153215869459161,211.25158764483606,9096.7724331751
1919.0,Friday,Weekday,Spring,Night,-14.00080380174715,0.285487204285886,0.0,6676.566570793569
1920.0,Thursday,Weekend,Winter,Morning,20.981692924973423,0.688676837651393,392.25569955525,14807.33479525397
1921.0,Monday,Weekday,Winter,Night,40.0,0.3971947561539646,483.3072962932797,38284.324424253835
1922.0,Saturday,Weekday,Spring,Evening,27.142884797908543,0.0016483537094863498,343.11145449586843,21583.05138463165
1923.0,Tuesday,Weekday,Fall,Night,17.910962505058386,0.02258148203009358,304.35157420756514,13074.27396598204
1924.0,Friday,Weekend,Fall,Night,14.866937597961044,0.1297947683306654,261.96485435707086,10346.038614626475
1925.0,Sunday,Weekday,Spring,Evening,20.468396682988498,0.029158323232930328,91.22886649919263,12566.096824011553
1926.0,Tuesday,Weekday,Fall,Night,19.05026793801429,0.21271618811048676,337.93398930454424,11678.84266505927
1927.0,Monday,Weekday,Spring,Morning,7.262406570112371,0.4842279870853111,270.87103982968546,6474.056791166084
1928.0,Thursday,Weekday,Winter,Morning,-9.10561794684817,0.6945269895030971,85.13618114704869,5545.587140252457
1929.0,Sunday,Weekend,Fall,Evening,14.486301861342103,0.3357505559243376,325.3551423028712,9742.099092834638
1930.0,Sunday,Weekday,Spring,Midday,25.853647955488036,0.2318390167457428,427.47981517462836,18838.69269820287
1931.0,Tuesday,Weekday,Fall,Morning,19.907105549061612,0.33420972457499865,321.71767270230464,14627.653635319479
1932.0,Saturday,Weekend,Summer,Morning,23.25419092611368,0.5851718617558602,178.234968769073,18221.962003009354
1933.0,Thursday,Weekend,Fall,Night,3.435723292582267,0.11251051597400552,252.51752494516114,7513.756459361327
1934.0,Friday,Weekday,Winter,Midday,36.53784702102621,0.011713564882080862,384.61416400825226,34469.454411387946
1935.0,Sunday,Weekend,Spring,Morning,4.275572277535025,0.07095735646713741,61.01571867935496,6685.656881842772
1936.0,Monday,Weekday,Spring,Morning,20.62382025649109,0.22624368304511033,0.0,14489.46361053091
1937.0,Saturday,Weekend,Spring,Night,5.8009047186589395,0.23629516387755012,248.7825656060942,6852.915159748414
1938.0,Saturday,Weekend,Summer,Night,7.487925506947736,0.5490918695134938,301.7884801047543,7287.882131159809
1939.0,Sunday,Weekday,Fall,Afternoon,15.871686031781532,0.15947750439834307,219.12384153538983,10327.711801098108
1940.0,Friday,Weekday,Winter,Evening,11.544065425379415,0.9453117120386285,352.9582322260809,7988.935521948526
1941.0,Saturday,Weekday,Spring,Morning,5.509984537808521,0.16853506141737995,270.5410170301943,6037.2849724425905
1942.0,Thursday,Weekend,Summer,Morning,23.153814407919928,0.19583915641669708,343.64171398929705,14597.493520121883
1943.0,Saturday,Weekday,Summer,Night,2.826835068389258,2.684254220607484,227.89139581927898,5607.166528871026
1944.0,Thursday,Weekend,Fall,Evening,13.042873937137797,0.08514679979355094,65.29300087547387,9238.26874424245
1945.0,Saturday,Weekend,Winter,Midday,21.905289913032473,0.8801877040328338,333.69840790225703,17057.822157246224
1946.0,Thursday,Weekday,Winter,Midday,11.114516107423938,0.08698221435566877,52.87191424598993,8883.245762736009
1947.0,Saturday,Weekday,Fall,Midday,-4.409769121980791,0.5111324546922756,0.0,5421.38301008107
1948.0,Friday,Weekday,Fall,Morning,26.227032870391923,0.025310399246057047,143.59817100563595,18077.860343418102
1949.0,Sunday,Weekday,Fall,Night,18.767679287115655,2.4403993645697133,300.40772138887763,11875.791077135918
1950.0,Friday,Weekday,Fall,Night,18.77890370403206,0.5510011352234775,143.10658084678656,11292.704374024966
1951.0,Monday,Weekend,Winter,Evening,8.791350514141802,1.325070197025385,105.3029070367638,6619.189869412501
1952.0,Sunday,Weekend,Spring,Night,0.04173739402441612,0.641728139831888,151.75340510778432,5121.284984886861
1953.0,Tuesday,Weekday,Winter,Morning,6.087014861816147,0.5011146428538444,236.85430725772392,6574.148675035561
1954.0,Wednesday,Weekday,Summer,Night,8.448936812363824,0.7655198473467504,226.3826386448953,7769.5328022936665
1955.0,Wednesday,Weekday,Spring,Night,26.055193307604004,0.025730670020875146,91.14805836526001,19343.1028850861
1956.0,Sunday,Weekday,Spring,Night,22.378903768098468,0.36720206266859606,309.6556050494381,17809.443842747474
1957.0,Monday,Weekday,Fall,Night,-0.7220151989202996,1.7569657178727316,157.0344511362006,6654.927583829642
1958.0,Sunday,Weekend,Spring,Afternoon,18.393203620583986,0.002892474000538714,111.81122832272409,14200.127019224725
1959.0,Sunday,Weekend,Spring,Morning,8.094073249724396,1.7867563064677476,297.12264917719136,8633.451284472405
1960.0,Friday,Weekday,Summer,Evening,15.25580770096352,0.06718476609433977,71.9247504706619,11108.168939367979
1961.0,Friday,Weekday,Winter,Morning,8.846281852592025,0.056500599299320386,33.02677211332798,7719.759439322067
1962.0,Saturday,Weekday,Spring,Night,5.59721962060531,2.591687567539963,44.04795568097225,5897.801329670476
1963.0,Saturday,Weekday,Winter,Night,28.82968180712495,0.14012254822509707,231.25152258671392,19242.8612058882
1964.0,Saturday,Weekday,Spring,Evening,20.56773635791507,1.6451962979733068,285.8050841119214,12598.27802299491
1965.0,Saturday,Weekend,Fall,Midday,6.874307745629688,0.11026915209577387,119.73918442741596,6006.227778404398
1966.0,Friday,Weekday,Summer,Afternoon,28.463612849133902,0.5522038179968449,375.0650590130519,18849.025400853494
1967.0,Friday,Weekday,Spring,Midday,31.823139037232785,0.18671159515331875,427.8280168200002,23121.893293264162
1968.0,Friday,Weekday,Summer,Night,17.185984996310307,0.10331246516255299,264.7030005469384,12038.428444489715
1969.0,Friday,Weekday,Winter,Night,2.3209611068816063,0.4807734335905666,111.8246916822252,6513.571508354822
1970.0,Sunday,Weekday,Spring,Night,18.80837592494571,0.1053334065686169,63.7863459716597,13373.25490379627
1971.0,Saturday,Weekday,Winter,Night,40.0,0.0686483782531841,369.5843048927352,35687.990194970596
1972.0,Monday,Weekday,Winter,Night,8.948634321839243,1.170883782693035,53.32444626430129,7319.003074980384
1973.0,Saturday,Weekday,Summer,Evening,10.767970111934769,0.0481137951913978,347.2600156027487,8126.923342833965
1974.0,Friday,Weekday,Summer,Midday,18.192194190920624,0.22378357519124586,292.26745103915476,11161.00458477815
1975.0,Friday,Weekday,Winter,Afternoon,22.79376381534853,0.6190517868160182,234.31434349657295,13609.054621937152
1976.0,Thursday,Weekday,Spring,Night,9.353007543492868,0.037109395815824175,0.0,6738.550933898766
1977.0,Sunday,Weekend,Summer,Afternoon,-15.0,0.14158794611291264,0.0,7158.589715505816
1978.0,Sunday,Weekday,Spring,Evening,1.599238408002357,0.6639337440122101,0.0,5397.038284576824
1979.0,Wednesday,Weekday,Fall,Night,19.59479742879519,1.6916667243568155,273.12239188569976,14193.503794705699
1980.0,Saturday,Weekday,Winter,Afternoon,18.490667303649456,0.10547011480359547,44.86777794592845,13916.04562108294
1981.0,Tuesday,Weekend,Summer,Night,0.2861884412216167,0.47072207313448,0.0,6299.008786090045
1982.0,Monday,Weekday,Summer,Night,6.806452697985039,0.0798522858202545,289.8244471810436,8276.310625512317
1983.0,Wednesday,Weekday,Winter,Night,-4.727120710191006,1.9343327716878655,70.39777356374509,5868.012324988438
1984.0,Sunday,Weekday,Fall,Night,37.81387171436454,0.11005253589918018,193.45880408137484,33003.79467347701
1985.0,Sunday,Weekend,Winter,Night,27.42591970436724,0.5871412173907313,273.7949268502486,20194.91151544723
1986.0,Saturday,Weekday,Spring,Evening,26.76430594129907,0.31710090291420434,188.35253454420393,18427.036947105844
1987.0,Saturday,Weekday,Fall,Morning,-5.378843306266198,0.7124406108810061,0.0,5178.934936426831
1988.0,Saturday,Weekday,Fall,Morning,0.5597233368485472,0.8890434896012189,116.47143123920293,4832.540057603691
1989.0,Wednesday,Weekday,Spring,Morning,23.31441256627236,0.03766751526803125,46.33276231033682,13847.47795299637
1990.0,Saturday,Weekday,Spring,Midday,18.990561719481743,1.3942929586307748,220.76852762890718,11583.723234061259
1991.0,Saturday,Weekday,Spring,Morning,20.825702341112283,0.006573422105802917,138.8766807577523,13180.49343195896
1992.0,Saturday,Weekend,Winter,Midday,29.290452359513424,0.13479210119071372,438.61412240641414,22268.01486326936
1993.0,Sunday,Weekday,Spring,Morning,30.219935430966466,0.5617106421227352,48.70694035495248,24366.009270679002
1994.0,Saturday,Weekday,Winter,Midday,12.494354121005765,0.19879888779423038,256.7436371973994,10095.774216522155
1995.0,Saturday,Weekday,Fall,Midday,22.76263866976754,0.1950057514298837,207.35195603469165,16331.605923202458
1996.0,Sunday,Weekday,Summer,Night,26.849948909535488,0.10547163417106226,283.0492957108082,18975.76152036786
1997.0,Friday,Weekday,Fall,Morning,-0.44033282989796163,0.482657965762855,142.6096417231322,5008.314817069703
1998.0,Tuesday,Weekday,Winter,Morning,38.19098410205171,0.048733311996107864,348.03620687519526,28443.294048085503
1999.0,Friday,Weekday,Winter,Midday,26.799851927366195,0.16393614966681458,286.9497160707689,16772.623574293128
2000.0,Wednesday,Weekday,Summer,Evening,8.688759362528057,0.7768240047141713,247.84108856299238,6947.299740229675
2001.0,Wednesday,Weekend,Summer,Night,25.20402663576529,0.2765107132834908,410.6837843046706,17190.7202900094
2002.0,Friday,Weekday,Spring,Midday,25.69786612398973,0.014081533671002733,432.46511795430575,18902.974450703943
2003.0,Wednesday,Weekday,Spring,Night,39.261756061620325,0.6962139353020497,351.34842377915015,35270.988613846
2004.0,Thursday,Weekend,Winter,Morning,19.547130788199915,0.444430832800329,192.8719640447061,15347.542982256373
2005.0,Monday,Weekend,Summer,Evening,40.0,0.032896714384753944,542.5269155980765,41134.6426920082
2006.0,Friday,Weekend,Winter,Night,13.401898832130312,0.651926291534031,221.1715799747904,11423.839834236465
2007.0,Friday,Weekday,Fall,Midday,28.801471564614655,0.7057326653335553,273.58074888334875,23497.681451234537
2008.0,Wednesday,Weekend,Winter,Morning,10.529971751796161,0.35370822143932035,42.52736387864809,8500.29190955079
2009.0,Saturday,Weekend,Winter,Night,20.183378677668706,0.11818720645140962,188.57649342252458,14058.50936666027
2010.0,Sunday,Weekend,Fall,Evening,23.225858621970453,0.31863040386788904,396.37738072089587,15795.973389865889
2011.0,Monday,Weekend,Spring,Night,12.745284913352965,4.261904105121255,213.94300124895543,8596.845657723823
2012.0,Wednesday,Weekend,Winter,Midday,6.674885537622377,1.153455645518653,88.3082213225917,6052.354448581679
2013.0,Wednesday,Weekend,Winter,Midday,28.447275744541795,0.7012852891529323,281.4332061997747,18073.38561046151
2014.0,Tuesday,Weekend,Spring,Night,19.06990275197679,0.48566366690773194,143.12845256611257,11565.147650802812
2015.0,Saturday,Weekend,Winter,Midday,5.125623709328428,0.019870613747769994,190.7443493200629,6294.6593349723
2016.0,Friday,Weekday,Spring,Night,9.927075115032784,0.15288167614872505,164.61226536944477,8096.146706368973
2017.0,Thursday,Weekday,Spring,Midday,-3.6136188164836724,1.4070384470010162,0.0,5897.922151062956
2018.0,Monday,Weekday,Spring,Night,14.755410677037272,1.6138193165060977,136.07909190720432,11151.193974218506
2019.0,Saturday,Weekday,Spring,Morning,5.41479435083949,0.15893383768015867,160.394917370044,6827.320533417421
2020.0,Tuesday,Weekday,Winter,Morning,18.43055779471652,1.0469304573142446,287.5254292086652,12444.120168155985
2021.0,Friday,Weekday,Spring,Evening,4.946524513217815,0.5249727164456267,71.85839581875521,5736.217131974946
2022.0,Saturday,Weekday,Winter,Midday,12.085297196193753,0.30649570018356526,167.95926716392353,7827.565043141235
2023.0,Sunday,Weekday,Fall,Evening,31.7006437517413,0.013388218001944452,173.42310470046087,20663.799260177457
2024.0,Monday,Weekend,Summer,Afternoon,16.029249074658406,0.0033767854420810872,100.60670864162094,9721.217934430877
2025.0,Monday,Weekend,Fall,Afternoon,0.9840814810506977,2.5586278270811564,168.37526301609915,5249.211280846481
2026.0,Friday,Weekend,Summer,Morning,-3.43995726342121,0.4879373637808979,25.914999115062187,5577.706579717942
2027.0,Sunday,Weekend,Winter,Evening,17.272930872057024,0.21321740458818572,256.77277519436285,12611.538464554487
2028.0,Sunday,Weekday,Fall,Morning,1.6950070987692722,0.8890511796027173,158.47647099600115,6696.0967072346875
2029.0,Friday,Weekday,Winter,Night,7.801465212302631,0.09524693854500577,294.918751826482,8806.333384604044
2030.0,Thursday,Weekday,Summer,Morning,17.051555459276305,0.007847472190597227,166.47825157974415,13725.826265050888
2031.0,Saturday,Weekday,Fall,Midday,19.31481960304116,0.12164919772039445,68.07999120164374,14274.49223404622
2032.0,Tuesday,Weekday,Spring,Night,13.089712082940704,0.006960090912711658,123.55381393113147,9766.848563326257
2033.0,Saturday,Weekday,Summer,Night,23.0251699312106,0.24055774454051443,110.3420734993941,16002.708971460892
2034.0,Saturday,Weekday,Spring,Night,16.90219389224362,0.1265280824847983,84.48949102566645,10999.496123878738
2035.0,Sunday,Weekend,Winter,Afternoon,11.467617941738212,0.3732323322400466,225.0190446778318,8197.895197916841
2036.0,Sunday,Weekday,Winter,Night,-7.426775650663487,0.46627046723099996,161.60961683325195,5229.445871325805
2037.0,Saturday,Weekday,Winter,Morning,6.584626882052907,0.0025467239795204932,25.029100279300934,5762.647500433964
2038.0,Thursday,Weekday,Fall,Afternoon,10.722933986318257,0.4749195753743559,110.03067915043879,7240.880555873214
2039.0,Friday,Weekday,Winter,Midday,21.454890503974376,0.27542085417926093,129.68028628076598,13849.69824947411
2040.0,Monday,Weekend,Spring,Night,10.022735537679669,0.04394898515231327,254.73205757768488,8394.888325613167
2041.0,Wednesday,Weekday,Spring,Night,19.990211235277854,0.5227880767505376,427.68420006833236,15614.283075967074
2042.0,Thursday,Weekday,Spring,Morning,13.6584929193337,0.8277319152870524,381.1178950818346,10928.058009632323
2043.0,Thursday,Weekday,Winter,Morning,16.40489250073608,0.06017661099693461,297.9729306863968,11966.196064868802
2044.0,Friday,Weekday,Summer,Midday,15.455671846478154,0.002318936848744957,203.71375571390672,10713.396214549884
2045.0,Wednesday,Weekend,Winter,Night,20.570034004132623,0.3541957559481914,42.08918785454284,12455.26843288463
2046.0,Sunday,Weekday,Fall,Midday,25.814773034332532,0.07672597820146237,166.25375504713787,16234.7261464077
2047.0,Friday,Weekday,Spring,Night,14.900988367194282,0.860530804748241,101.82028714710881,8718.85908316307
2048.0,Friday,Weekday,Spring,Night,22.118176585701676,0.5039802660070464,315.94788640999934,13699.37995532319
2049.0,Thursday,Weekday,Summer,Evening,-7.046691605078713,0.6396156728353276,265.7224017713459,5899.129594535313
2050.0,Friday,Weekday,Summer,Night,19.315487056127353,4.5545461278583135,357.4339928108394,13307.615164613655
2051.0,Saturday,Weekday,Summer,Afternoon,12.548699871347715,0.16723957204568163,246.34546200310697,9936.178798936646
2052.0,Tuesday,Weekday,Spring,Night,3.1304262367730065,1.1012881639155825,128.48991954648972,6757.15061173172
2053.0,Wednesday,Weekday,Summer,Night,8.646173314016506,1.34991838130767,202.47616423394675,8973.15205259036
2054.0,Thursday,Weekday,Summer,Afternoon,23.031713630323765,1.5067766712700987,410.02470313048,18857.766124429672
2055.0,Monday,Weekday,Spring,Night,7.524675136219029,0.049450837290258565,4.565616331933597,7760.951377549321
2056.0,Wednesday,Weekday,Summer,Midday,19.703883421494535,0.14082086422463536,213.02721271621363,14105.795883192883
